"Z_FieldDescr_Id","OrderID","model","Module","fieldUseGroup","TableName","FieldName","Nulls","dataType","FieldSize","key","References","ClosedList","FieldNotes","FieldDefinition","FieldDefn_old","DestinationField","DestFieldID","exportToXLS","privateNotes","DenormTransl","RecordsNotNull","PercentNotNull","CheckedAt","FldInUse","DescrOfTbl","example1","example2","example3","example4","exampleComments","relType","relName","xmlExportSkip"
321,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef20","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
322,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef21","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
323,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef22","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
324,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef23","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
325,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef24","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
326,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef25","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
327,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef26","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
328,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef27","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
329,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef28","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
330,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef29","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
331,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef30","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
332,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef31","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
333,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef32","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
334,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef33","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
335,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef34","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
336,,"logical","Loading",4.00,"z_USER_C_plotData","UserDef35","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,2,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
337,,"logical","Loading",0.00,"z_USER_D_CoverData","Cover_ID","no","autoNumber",4,"PK","n/a","no","Primary Key for the Z_USER_D_CoverData table.","Database generated identifier assigned to each unique taxon observation.","Database generated identifier assigned to each unique taxon observation.","n/a",,0,,0,0,-900.00,1/17/2005 16:54:17,0,0,,,,,,,,0
338,,"logical","Loading",1.00,"z_USER_D_CoverData","AuthorPlotCode","no","text",100,"FK","z_USER_C_plotData.authorPlotCode","no","references Z_USER_C_plotData.authorPlotCode to link this record to an observation_ID","Author's Plot number/code, or the original plot number if taken from literature.  This ""points"" to the right plot in the Plot Data Loading Table.","Author's Plot number/code, or the original plot number if taken from literature.","n/a",,1,,0,0,-900.00,1/17/2005 16:54:17,1,1,"plot1","plot1","plot1",,,,,0
339,,"logical","Loading",1.00,"z_USER_D_CoverData","PLANTCode","no","text",255,"FK","z_USER_B_SpecList.plantCode","no","references Z_USER_B_SppList.PLANTcode to link this record to a plantConcept","A code that refers to a plant concept.  This code may be found in the Species List loading table.  It may also link directly to a name in the vegbank module.  For this reason, a species list loading table is not necessary, if your plants can be found in the vegbank module.  Rules for how plant codes are looked up in the vegbank module may be found in the Translate Data Form, on the step where VegBranch matches your plants to VegBank plants.","A unique code that will refer to a plant concept consistently throughout the loading processes.","n/a",,1,,0,0,-900.00,1/17/2005 16:54:17,1,1,"sp12974","ACRU","Pinus pungens",,"you can reference a plantName that isn't in your species list.  Here, Pinus pungens will be looked up in the USDA directly from here.  If this name can't be found, an error will be reported and you will have to either define a new concept (and add it to the Species List table) or match this to an extant plant concept in the vegbank module.",,,0
341,,"logical","Loading",2.00,"z_USER_D_CoverData","taxonCover","yes","Double",8,"n/a","n/a","no","(could be calculated)","Overall cover of the taxon across all strata, in percent","Overall cover of the taxon across all strata","taxonImportance.cover",6691,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,"45.5",,"percentage used directly",,,0
342,,"logical","Loading",2.00,"z_USER_D_CoverData","taxonCoverCode","yes","text",5,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in TaxonCover","Overall cover of the taxon across all strata, using a Cover Code from CoverIndex table","Overall cover of the taxon across all strata, using a Cover Code from CoverIndex table","z_USER_D_CoverData.TaxonCover",341,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"r","2",,,"cover class used, will be converted to percent using coverMethod you supply",,,0
343,,"logical","Loading",3.00,"z_USER_D_CoverData","taxonBasalArea","yes","Double",8,"n/a","n/a","no","n/a","Total basal area of the species in the stemInferenceArea in m2/ha","Total basal area of the species in the stemInferenceArea in m2/ha","taxonImportance.basalArea",6692,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
344,,"logical","Loading",3.00,"z_USER_D_CoverData","taxonInferenceArea","yes","Double",8,"n/a","n/a","no","The area used to infer the coverage of the taxon, if not the same as observation.taxonInferenceArea.","This is the area in m2 used to infer the cover of a given taxon.  Generally this should be equal to observation.taxonInferenceArea, but at times this area may be larger or smaller for a specific taxon.","This is the area in m2 used to infer the cover of a given taxon.  Generally this should be equal to observation.taxonInferenceArea, but at times this area may be larger or smaller for a specific taxon.","taxonObservation.taxonInferenceArea",6697,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,"100",,"supersample used for this particular species",,,0
345,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover1code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover1","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex1","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover1",354,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"r","1",,,"cover class used of the same cover method as mentioned above",,,0
346,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover2code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover2","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex2","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover2",355,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,"2",,,"cover class used of the same cover method as mentioned above",,,0
347,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover3code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover3","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex3","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover3",356,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
348,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover4code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover4","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex4","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover4",357,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
349,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover5code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover5","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex5","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover5",358,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
350,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover6code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover6","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex6","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover6",359,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
351,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover7code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover7","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex7","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover7",360,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
352,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover8code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover8","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex8","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover8",361,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
353,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover9code","yes","text",10,"n/a","n/a","no","This cover Code will be translated into a percent, which will be stored in StratumCover9","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table.  This cover value applies to stratum defined in Plot Data, in StratumIndex9","Percent cover of taxon in stratum, using a Cover Code from CoverIndex table","z_USER_D_CoverData.StratumCover9",362,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
354,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover1","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex1","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
355,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover2","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex2","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
356,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover3","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex3","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,"45.5",,"stratum percent directly used.",,,0
357,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover4","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex4","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
358,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover5","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex5","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
359,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover6","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex6","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
360,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover7","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex7","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
361,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover8","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex8","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
362,,"logical","Loading",3.00,"z_USER_D_CoverData","StratumCover9","yes","Double",8,"n/a","n/a","no","n/a","Percent cover of taxon in stratum. This cover value applies to stratum defined in Plot Data, in StratumIndex9","Percent cover of taxon in stratum","taxonImportance.cover",6691,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
363,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef1","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
364,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef2","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
365,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef3","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
366,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef4","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
367,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef5","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
368,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef6","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
369,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef7","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
370,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef8","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
371,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef9","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
372,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef10","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
373,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef11","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
374,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef12","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
375,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef13","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
376,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef14","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
377,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef15","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
378,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef16","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
379,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef17","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
380,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef18","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
381,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef19","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
382,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef20","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
383,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef21","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
384,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef22","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
385,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef23","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
386,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef24","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
387,,"logical","Loading",4.00,"z_USER_D_CoverData","UserDef25","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
388,,"logical","Loading",0.00,"z_USER_E_stemData","STEMID","no","autoNumber",4,"PK","n/a","no","Primary Key for the Z_USER_E_stemData table.","Database generated identifier assigned to each unique stem observation.","Database generated identifier assigned to each unique stem observation.","n/a",,0,,0,0,-900.00,1/17/2005 16:54:17,0,0,,,,,,,,0
389,,"logical","Loading",1.00,"z_USER_E_stemData","AuthorPlotCode","no","text",100,"FK","z_USER_C_plotData.AuthorPlotCode","no","references Z_USER_C_plotData.authorPlotCode to link this record to an observation_ID","Author's Plot number/code, or the original plot number if taken from literature.  This ""points"" to the right plot in the Plot Data Loading Table.","Author's Plot number/code, or the original plot number if taken from literature.","n/a",,1,,0,0,-900.00,1/17/2005 16:54:17,1,1,"plot1","plot1","GARI044",,,,,0
390,,"logical","Loading",1.00,"z_USER_E_stemData","PLANTCode","no","text",255,"FK","z_USER_B_SpecList.plantCode","no","n/a","A code that refers to a plant concept.  This code may be found in the Species List loading table.  It may also link directly to a name in the vegbank module.  For this reason, a species list loading table is not necessary, if your plants can be found in the vegbank module.  Rules for how plant codes are looked up in the vegbank module may be found in the Translate Data Form, on the step where VegBranch matches your plants to VegBank plants.","A unique code that will refer to a plant concept consistently throughout the loading processes.","n/a",,1,,0,0,-900.00,1/17/2005 16:54:17,1,1,"Pinus pungens","Pinus pungens","Pseduotsuga menziesii",,,,,0
391,,"logical","Loading",1.50,"z_USER_E_stemData","stemDiameter","yes","Double",8,"n/a","n/a","no","n/a","The diameter of the stem in centimeters. When diameter classes are used, the stemDiameter is the midpoint between the low end and high end for the diameter class;  the offset between this and the endpoints is stored in the stemDiameterAccuracy attribute.","The diameter of the stem in centimeters. When diameter classes are used, the stemDiameter is the midpoint between the low end and high end for the diameter class;  the offset between this and the endpoints is stored in the stemDiameterAccuracy attribute.","stemCount.stemDiameter",6520,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"43.5","37.5","184.5",,"the 37.5cm Pinus pungens is probably a stem size class (35-40) that has been converted to VegBank standard (size and accuracy)",,,0
392,,"logical","Loading",2.00,"z_USER_E_stemData","stemDiameterAccuracy","yes","Double",,"n/a","n/a","no","n/a","The accuracy of the stem diameter measurements in centimeters. This represents the distance between the diameter class midpoint and endpoint.","The accuracy of the stem diameter measurements in centimeters. This represents the distance between the diameter class midpoint and endpoint.","stemCount.stemDiameterAccuracy",6521,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"0.05","2.5","0.25",,,,,0
393,,"logical","Loading",3.00,"z_USER_E_stemData","stemHeight","yes","Double",,"n/a","n/a","no","n/a","The measured height of the stem in meters. When height classes are used, the stemHeight is the midpoint between the low end and high end for the height class; the offset between this and the endpoint is stored in the stemHeightAccuracy field.","The measured height of the stem in meters. When height classes are used, the stemHeight is the midpoint between the low end and high end for the height class; the offset between this and the endpoint is stored in the stemHeightAccuracy field.","stemCount.stemHeight",6522,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"23.5",,,,,,,0
394,,"logical","Loading",3.00,"z_USER_E_stemData","stemHeightAccuracy","yes","Double",,"n/a","n/a","no","n/a","The accuracy of the measured height of a stem, being the offset between the midpoint of the class and the endpoint, in meters.","The accuracy of the measured height of a stem, being the offset between the midpoint of the class and the endpoint, in meters.","stemCount.stemHeightAccuracy",6523,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"2.5",,,,,,,0
395,,"logical","Loading",1.00,"z_USER_E_stemData","stemCount","no","Long Integer",4,"n/a","n/a","no","The default value is 1.  This field is not logically necessary, but allows for more compact entry and storage of tree stem tally data.","The number of stems of a single species that have these specific stem diameter and height data in common.  Default value is 1.","The number of stems of a single species that have these specific stem diameter and height data in common.","stemCount.stemCount",6524,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"1","3","1",,"3 stems for the 37.5cm P. pungens cover class, others are individual stems (count=1)",,,0
396,,"logical","Loading",3.00,"z_USER_E_stemData","StemCode","yes","text",20,"n/a","n/a","no","n/a","Name or code applied to a specific stem in the plot. This is generally a numeric label to associate a fielddata entry with a stem in the database.","Name or code applied to a specific stem in the plot. This is generally a numeric label to associate a fielddata entry with a stem in the database.","stemLocation.stemCode",6528,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"ID157",,,,"This field references only one stem, so stemCount field should be 1 if these values are filled out. A comma separated list of coordinates in NOT acceptable.  If you have coordinates for each stem, create a record in this table for each stem.",,,0
397,,"logical","Loading",3.00,"z_USER_E_stemData","stemXPosition","yes","Double",,"n/a","n/a","no","n/a","The X-coordinate of the stem position in m. The user will enter the relative position of stems with respect to the plot origin (in meters) with the x-axis defined by the plot azimuth.","The X-coordinate of the stem position in m. The user will enter the relative position of stems with respect to the plot origin (in meters) with the x-axis defined by the plot azimuth.","stemLocation.stemXPosition",6529,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"12.5",,,,,,,0
398,,"logical","Loading",3.00,"z_USER_E_stemData","stemYPosition","yes","Double",,"n/a","n/a","no","n/a","The Y-coordinate of the stem position, as stemXPosition.","The Y-coordinate of the stem position, as above.","stemLocation.stemYPosition",6530,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"5.1",,,,,,,0
399,,"logical","Loading",4.00,"z_USER_E_stemData","UserDef1","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
400,,"logical","Loading",4.00,"z_USER_E_stemData","UserDef2","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
401,,"logical","Loading",4.00,"z_USER_E_stemData","UserDef3","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
402,,"logical","Loading",4.00,"z_USER_E_stemData","UserDef4","yes","Text",255,"n/a","n/a","no","n/a","The value of the user-defined variable.","The value of the user-defined variable.","definedValue.definedValue",6652,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
