"form_ID","formName","formType","formHelp","formReady","subFrm","screenshotDone","userBeenHere","lastUpdateVers","lastUpdateDate","lastModifiedDate","lastUpdateComments"
347,"firstTimeFormHelp","!_not",,0,0,0,0,,,6/8/2004 9:55:20,
348,"basicEnt_z_user_C_PlotData","basicEnt","This form is used to enter plot-level data in Simple Entry.  All fields here are listed only once per plot.  Restricted vocabulary fields have picklists which limit you to only certain values.  Italics in picklists means you can enter other values besides the ones listed.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:10:49,
349,"temp_basicEntry_style","DBA_not",,0,0,0,0,,,12/16/2004 21:10:57,
350,"basicEnt_Z_USER_C2_plotNorm_strata","basicEnt",,0,1,0,0,,,12/10/2004 10:48:54,
351,"basicImp_importMap","basicImp","This form is used to import one file (.csv or .mdb table) to a temporary loading space, then on into a VegBranch Loading Table, using the criteria you supply here.  Any fields left unmatched will NOT be imported.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/7/2004 17:17:17,
352,"SelectTableOrQuery","general","This form allows you to select a table or query from another database from which you would like to import data.  Choose the name of the table or query and VegBranch will import data from that table.",0,0,0,0,,,7/8/2004 15:07:49,
536,"makePartyList","load","This form is used to help you create a Party Loading Table from other data, either data in your other loading tables or in VegBank.  You can also do both.",1,0,0,0,"1.5",7/27/2004 11:14:14,7/27/2004 10:14:14,
537,"coolstuff","general","This form shows you hints and tips in VegBranch.",0,0,0,0,"1.5",7/30/2004 0:00:00,10/16/2004 15:25:29,
541,"Z_USER_F_soilData_subform","load",,0,0,0,0,,,12/10/2004 10:37:47,
542,"revMigr_I_cInt","revMig",,0,0,0,0,,,8/12/2004 8:07:44,
543,"revMigr_I_CC","revMig",,0,0,0,0,,,12/10/2004 10:37:49,
544,"revMigr_E","revMig",,0,0,0,0,,,8/12/2004 8:28:38,
730,"revMigr_C","revMig",,0,0,0,0,,,12/10/2004 10:41:42,
731,"revMigr_A","revMig",,0,0,0,0,,,8/11/2004 21:04:29,
732,"revMigr_c2_obC","revMig",,0,0,0,0,,,12/10/2004 10:37:41,
733,"revMigr_c2_plc","revMig",,0,0,0,0,,,12/10/2004 10:37:41,
734,"revMigr_c2_str","revMig",,0,0,0,0,,,12/10/2004 10:37:40,
735,"revMigr_D2","revMig",,0,0,0,0,,,12/10/2004 10:37:40,
1129,"help","global","This is a help form.  Right click and select help, or select help from the toolbar at the top of the screen to see information about other forms here.",0,0,0,0,"1.5",,12/6/2004 20:34:43,
1131,"temp__GenericGraph_","new!",,0,0,0,0,,,10/26/2004 7:54:55,
1327,"UserParties_fromCI_withPlotNames","new!","This form shows what plots a particular party occurred on in your loading tables.",0,0,0,0,,,10/18/2004 16:12:38,
1328,"temp__processing_1","new!",,0,0,0,0,,,10/26/2004 11:58:36,
1329,"importFromVegBranch","util","You can import loading data from another VegBranch database into this one.  This is useful if you've been working on a VegBranch database and would like to download a newer version.  THIS FORM DELETES ALL INFORMATION IN THIS VEGBRANCH and imports the data from another VegBranch and connects to the VegBank Module that the other VegBranch is linked to.  Other than this linking, the VegBank Module is unaffected by this procedure.  DO NOT USE THIS FORM IF YOU HAVE VALUABLE DATA IN THIS VEGBRANCH!!!!",0,0,0,0,,,12/6/2004 22:15:49,
1330,"updateClosedListData","new!","This form allows you to update your VEGBANK MODULE with the current version of closed (and open) list values from VegBank.  Once you have downloaded the file from VegBank, use this form to find the file and import it into your VegBank Module.  This is NOT stored directly in VegBranch, but in the linked VegBank Module.",0,0,0,0,,,12/6/2004 22:21:30,
1531,"Z_USER_E2_stemClasses","new!","This form allows you to enter data to the Stem Classes Loading table, which may be a more convenient format than the Stem Data Loading Table.  You can load data by stem tally (size classes) or by lists (comma-separated DBH's)",0,0,0,0,,,1/8/2005 2:33:46,
1532,"Z_USER_E2_stemClasses_tallyDefn","new!","This form allows you to edit the size classes that are used in the Stem Classes Loading Table for the stem tallies.",0,0,0,0,,,1/8/2005 2:05:47,
